"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_eu","treat_id","treat_turnout_raw","treat_majority_raw","treat_outcome_raw","treat_text","treat_outcome","treat_turnout","treat_majority","treat_outcome_match","treat_outcome_shown","treat_turnout_shown","treat_majority_shown","post"
1006600,5,"60 yrs and above","Male","Higher","Socialist Left (L)","Against EU Membership",141,"35%","70%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","35%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1006801,3,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",95,"53%","70%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","53%","70%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1002407,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",99,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1000914,1,"18-29 yrs","Female","Lower or intermediate","Liberal Party (C)","Don't know",136,"85%","55%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","85%","55%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1001402,6,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",9,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1002713,1,"18-29 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",28,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1009499,4,"30-59 yrs","Female","Higher","Green Party (C)","Don't know",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1000813,1,"18-29 yrs","Female",NA,NA,"Against EU Membership",44,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1010027,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",119,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",1
1009024,5,"60 yrs and above","Female","Higher","Conservative Party (CR)","For EU Membership",85,"35%","55%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","35%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000909,4,"30-59 yrs","Female","Higher","Green Party (C)","Don't know",78,"47%","51%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","47%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1007392,4,"30-59 yrs","Female","Higher","Liberal Party (C)","Don't know",94,"47%","70%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","47%","70%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1001610,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1001167,6,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",126,"47%","51%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","47%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1006059,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1003012,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",30,"47%","51%","den vinnende siden","La oss si at 47% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","47%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1002248,6,"60 yrs and above","Female","Higher","Conservative Party (CR)","For EU Membership",141,"35%","70%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","35%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1008960,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",41,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1008446,5,"60 yrs and above","Female","Higher","Socialist Left (L)","For EU Membership",12,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",0
1006772,5,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",128,"85%","51%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","85%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1001951,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",45,"35%","70%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","35%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1003031,3,"30-59 yrs","Male",NA,"Labour Party (CL)","Against EU Membership",45,"35%","70%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","35%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1001322,2,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",93,"35%","70%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","35%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1009841,2,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",116,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1009426,5,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",0
1009553,5,"30-59 yrs","Male","Higher","Agrarian Party (C)","Against EU Membership",29,"35%","51%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","35%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1010149,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",88,"85%","55%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","85%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1005094,6,"60 yrs and above","Male","Higher","Socialist Left (L)","Against EU Membership",73,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1005174,5,"30-59 yrs","Female","Higher","Green Party (C)","Don't know",44,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1002634,7,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)","Don't know",139,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%",NA,"Not shown","Not shown","Shown
size of majority",1
1002185,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",82,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1009029,2,"30-59 yrs","Male","Lower or intermediate","Agrarian Party (C)","Against EU Membership",41,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1004287,5,"30-59 yrs","Female","Higher",NA,"Against EU Membership",122,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1003111,6,"60 yrs and above","Male",NA,"Labour Party (CL)","Against EU Membership",75,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1006012,3,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1003100,7,"60 yrs and above","Female","Higher","Conservative Party (CR)","Don't know",44,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1005340,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Don't know",4,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1005458,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",4,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1001700,4,"30-59 yrs","Male","Higher","Liberal Party (C)","Against EU Membership",72,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1005709,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1000725,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",0
1006952,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",41,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1002512,6,"60 yrs and above","Male",NA,"Conservative Party (CR)","Don't know",128,"85%","51%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","85%","51%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1005125,6,"60 yrs and above","Male","Higher","Agrarian Party (C)","Against EU Membership",3,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1008763,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",124,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1009509,1,"18-29 yrs","Female","Lower or intermediate",NA,"Against EU Membership",101,"35%","blank","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","35%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",0
1004937,3,"30-59 yrs","Female","Higher",NA,"Against EU Membership",68,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",0
1005549,5,"60 yrs and above","Male","Higher","Agrarian Party (C)","Against EU Membership",28,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1008564,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",111,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
